API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_query,API_IPC_android.content.ContextWrapper_sendBroadcast,Network_TotalReceivedBytes,Network_TotalTransmittedBytes,Battery_wakelock,Logcat_error,Logcat_total,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,Memory_PssTotal,Memory_OpenSSLSockets,Memory_LocalBinders,Memory_Views,API_Database_android.content.ContextWrapper_deleteDatabase,API_FileIO_android.content.ContextWrapper_openFileOutput,API_Database_android.content.ContextWrapper_openOrCreateDatabase,type,before
6,0,3,1124,5188,3,2561,9486,0,0,0,0,35,5,26,69062,0,22,183,0,0,0,Riskware,0
5,0,0,124103,34856,2,1086,22204,0,0,0,0,12,6,0,49709,0,12,20,0,0,0,Riskware,0
0,1,9,1110,5589,4,3311,11178,0,0,0,0,115,1,116,16705,0,4,0,0,0,0,Riskware,0
0,0,0,12714,13460,3,156,8866,0,0,0,0,8,4,0,66169,1,16,145,0,0,0,Riskware,0
0,0,0,7820,11344,3,1604,5822,0,0,0,0,8,4,0,56224,0,11,79,0,0,0,Riskware,0
0,0,0,0,0,2,1975,11603,0,0,0,0,0,0,0,26673,0,2,0,0,0,0,Riskware,0
5,0,0,125811,31208,2,2433,21554,0,0,0,0,12,6,0,55830,0,11,26,0,0,0,Riskware,0
0,0,0,0,0,2,1140,9950,0,0,0,0,0,0,0,30642,0,2,0,0,0,0,Riskware,0
0,0,0,0,6300,5,3519,11638,0,0,0,0,37,0,0,38844,0,16,5,0,16,0,Riskware,0
3,0,18,68222,49302,3,2264,7920,0,0,0,0,159,20,154,97906,0,20,28,0,0,0,Riskware,0
0,1,0,1511289,126228,2,1305,7743,0,0,0,0,0,0,0,108731,0,42,142,0,0,0,Riskware,0
0,0,0,0,0,2,1242,10811,0,0,0,0,0,0,0,45999,0,15,38,0,0,0,Riskware,0
0,0,0,6298,9107,3,9057,14335,0,0,0,0,8,4,0,62562,0,23,145,0,0,0,Riskware,0
0,0,0,0,0,3,2430,9453,0,0,0,0,0,0,0,138238,0,11,50,0,0,0,Riskware,0
1,0,0,0,0,3,1894,24782,0,0,0,0,0,0,0,58843,0,10,98,0,0,0,Riskware,0
0,0,0,8553,12998,3,815,11953,0,0,0,0,10,5,0,51582,0,13,41,0,0,0,Riskware,0
0,0,2,571,1280,3,2867,10323,0,0,0,0,103,1,108,41776,0,5,8,0,0,0,Riskware,0
4,5,3,1124,2619,3,105,8804,0,0,0,0,65,1,66,34260,0,3,0,0,0,0,Riskware,0
0,0,0,8298,12257,3,149,9154,0,0,0,0,8,4,0,63069,0,14,108,0,0,0,Riskware,0
0,0,0,13249,12095,3,2324,13014,0,0,0,0,8,4,0,60383,2,13,116,0,0,0,Riskware,0
3,0,20,324,959,1,4270,11360,0,0,0,0,183,18,182,99777,0,24,28,0,0,0,Riskware,0
2,3,2,571,1280,3,3554,11343,0,0,0,0,84,1,84,48520,0,5,8,0,0,0,Riskware,0
6,0,0,1281,31116,2,773,9942,0,0,0,0,153,21,132,73773,0,26,30,0,0,0,Riskware,0
5,5,3,1124,2563,3,118,8983,0,0,0,0,72,1,72,43303,0,5,8,0,0,0,Riskware,0
0,4,67,6508,19344,3,2648,11095,0,0,0,0,14,5,2,96528,0,28,348,0,0,0,Riskware,0
0,0,0,40,60,4,132,13142,0,0,0,0,2,0,124,34041,0,3,5,0,2,0,Riskware,0
6,0,0,639,24444,2,109,9558,0,0,0,0,124,14,104,86831,0,28,27,0,0,0,Riskware,0
5,7,4,1124,2499,3,3199,8492,0,0,0,0,59,1,60,42928,0,5,8,0,0,0,Riskware,0
0,0,0,1803,5673,4,147,5849,0,0,0,0,16,7,4,72151,0,21,121,0,4,0,Riskware,0
0,0,0,0,11640,2,3201,10978,0,0,0,0,103,13,80,94356,0,21,27,0,0,0,Riskware,0
0,0,0,8835,12219,3,4508,10776,0,0,0,0,10,5,0,62530,0,12,103,0,0,0,Riskware,0
3,0,0,143928,18553,2,3781,14799,0,0,0,0,6,3,0,51915,0,9,20,0,0,0,Riskware,0
0,0,0,0,0,2,2947,7780,0,0,0,0,0,0,0,81903,0,28,38,0,0,0,Riskware,0
6,0,6,9546,8927,4,2652,10525,0,0,0,0,74,5,56,75155,0,16,139,0,0,0,Riskware,0
6,0,3,1278,5199,3,2274,8856,0,0,0,0,35,5,26,67475,0,24,152,0,0,0,Riskware,0
1,1,0,0,0,2,102,16565,0,0,0,0,236,0,116,40483,0,5,8,0,0,0,Riskware,0
2,3,6,66481,4406,3,3523,12958,0,0,0,0,89,1,98,40994,0,3,0,0,0,0,Riskware,0
6,0,0,1281,24276,2,1757,14426,0,0,0,0,211,27,186,30022,0,2,0,0,0,0,Riskware,0
0,0,1,553,1015,4,715,9500,0,0,0,0,0,0,0,35463,0,4,0,0,0,0,Riskware,0
0,5,0,11190,6841,2,2390,9104,0,0,1,0,8,0,16,46740,0,12,50,0,0,0,Riskware,0
0,0,0,1164,4019,3,2028,14388,0,0,0,0,14,7,0,53164,0,11,77,0,0,0,Riskware,0
0,0,0,9332,11775,3,2015,11398,0,0,0,0,10,5,0,59585,0,15,104,0,0,0,Riskware,0
0,7,7,23108,48856,4,3482,11154,0,0,0,0,36,7,70,36308,0,12,13,0,0,0,Riskware,0
6,0,0,1201,22635,3,2262,8862,0,0,0,0,21,5,14,64865,0,14,155,0,0,0,Riskware,0
4,3,3,1124,2519,3,2194,9190,0,0,0,0,103,1,106,17877,0,4,0,0,0,0,Riskware,0
3,0,7,25102,43025,5,2357,8744,0,0,0,0,86,33,126,127265,0,37,113,0,0,0,Riskware,0
0,0,0,719,420,2,2593,11520,0,0,0,0,0,0,0,41042,0,9,8,0,1,0,Riskware,0
6,0,0,1201,5183,3,2669,9845,0,0,0,0,73,5,51,72567,0,16,196,0,0,0,Riskware,0
0,2,0,48157,16208,3,1671,8831,0,0,0,0,0,0,0,90403,1,48,441,0,0,0,Riskware,0
0,0,0,0,0,2,2750,15525,0,0,0,0,0,0,0,28736,0,2,0,0,0,0,Riskware,0
0,0,0,5339,9277,3,2211,18120,0,0,0,0,8,4,0,51601,0,12,37,0,0,0,Riskware,0
2,3,2,571,1280,3,5284,12107,0,0,0,0,82,1,88,42082,0,5,8,0,0,0,Riskware,0
0,0,0,10045,12243,3,2169,5478,0,0,0,0,10,5,0,63151,1,15,120,0,0,0,Riskware,0
0,0,0,0,0,2,2785,9414,0,0,0,0,230,0,113,38046,0,3,0,0,0,0,Riskware,0
0,0,0,0,8340,3,939,12962,0,0,0,0,16,0,32,39218,0,9,6,0,0,0,Riskware,0
0,0,0,0,23640,2,2659,10791,0,0,0,0,163,18,139,95491,0,21,27,0,0,0,Riskware,0
6,96,0,23190,14354,4,3680,9947,0,0,0,0,0,9,0,152081,0,58,237,0,30,0,Riskware,0
0,0,5,35838907,504788,2,668,8574,0,0,0,0,7,1,0,79500,0,44,294,0,1,0,Riskware,0
0,0,0,52716,31753,4,103,12456,0,0,0,0,4,5,0,98485,2,36,65,0,0,0,Riskware,0
0,1,2,571,1280,3,2260,14580,0,0,0,0,91,1,96,45561,0,5,8,0,0,0,Riskware,0
3,0,29,9303,41470,3,3767,12196,0,0,0,0,243,27,238,71139,0,14,12,0,0,0,Riskware,0
0,0,0,0,0,3,105,16730,0,0,0,0,0,0,0,37228,0,10,13,0,0,0,Riskware,0
0,0,1,28247,40440,2,2803,9207,0,0,0,0,14,4,6,107810,0,40,192,0,0,0,Riskware,0
0,0,0,199873,58157,3,116,10902,0,0,0,0,11,0,0,8096,0,3,0,0,0,0,Riskware,0
0,0,0,80565,21788,3,3037,15067,0,0,0,0,0,0,0,45045,0,14,5,0,0,0,Riskware,0
0,0,0,5662,9571,3,2728,8813,0,0,0,0,0,0,0,66295,0,57,99,0,0,0,Riskware,0
0,0,26,54706,53958,3,1407,13277,0,0,0,0,232,27,230,83675,0,25,28,0,0,0,Riskware,0
6,0,0,204,3915,2,107,11317,0,0,0,0,145,18,118,99112,0,19,27,0,0,0,Riskware,0
0,0,0,11490,11289,2,1979,10559,0,0,0,0,0,0,0,42205,0,18,77,0,0,0,Riskware,0
0,0,0,1042592,245425,2,1321,7250,0,0,0,0,0,0,0,176629,0,47,95,0,0,0,Riskware,0
0,24,11,68814,53369,2,1922,17793,0,0,0,0,0,0,0,159744,0,49,450,0,0,2,Riskware,0
0,0,0,0,0,2,119,11260,0,0,0,0,30,0,60,42529,0,10,21,0,0,0,Riskware,0
0,0,0,177955,52326,3,746,9039,0,0,0,0,9,9,0,96183,0,46,91,0,0,0,Riskware,0
8,24,1,397413,63269,4,574,6244,0,0,0,0,0,0,0,136114,0,52,9,0,0,0,Riskware,0
3,0,0,679,20921,2,2982,11133,0,0,0,0,187,23,158,94458,0,25,42,0,0,0,Riskware,0
0,0,0,0,4440,2,721,7526,0,0,0,0,0,0,0,45700,0,14,42,0,0,0,Riskware,0
0,0,0,4274,7922,3,12787,17759,0,0,0,0,8,4,0,56526,0,19,107,0,0,0,Riskware,0
2,3,3,0,180,3,142,14000,0,0,0,0,93,1,97,46239,0,5,8,0,0,0,Riskware,0
0,0,0,1124,6411,2,1806,8357,0,0,0,0,20,4,0,41350,0,8,22,0,0,0,Riskware,0
0,0,18,72094,40455,2,1269,13494,0,0,0,0,149,15,152,30126,0,2,0,0,0,0,Riskware,0
2,3,1,0,0,3,2553,17151,0,0,0,0,90,1,89,39129,0,5,8,0,0,0,Riskware,0
0,0,0,1779260,97782,2,1800,8814,0,0,0,0,0,0,0,118904,0,44,67,0,0,0,Riskware,0
2,3,2,571,1280,3,7602,13880,0,0,0,0,83,1,94,42279,0,5,8,0,0,0,Riskware,0
1,1,5,1218,2772,3,4911,11380,0,0,0,0,94,2,102,45442,0,5,0,0,0,0,Riskware,0
1,1,1,0,0,2,115,11598,0,0,0,0,89,0,43,46079,0,5,8,0,0,0,Riskware,0
6,6,2,6299,14445,5,857,4663,0,0,0,0,5,0,24,72555,0,17,17,0,11,0,Riskware,0
0,0,23,9375,15941,3,1878,11682,0,0,0,0,0,0,0,74371,0,117,207,0,0,0,Riskware,0
0,0,0,8624,13417,3,1477,11787,0,0,0,0,12,6,0,43716,0,9,9,0,0,0,Riskware,0
2,3,18,356294,11695,4,103,11777,0,0,0,0,61,4,73,18134,0,4,0,0,0,0,Riskware,0
3,0,0,679,27206,2,1163,11309,0,0,0,0,172,21,150,86322,0,27,27,0,0,0,Riskware,0
0,0,0,120,180,2,858,10161,0,0,3,0,3,0,0,89129,0,27,22,0,0,0,Riskware,0
3,0,0,562,11921,2,374,10165,0,0,0,0,92,11,74,84304,0,22,28,0,0,0,Riskware,0
0,0,0,824,2306,3,156,8826,0,0,0,0,12,1,0,86709,0,18,456,0,1,0,Riskware,0
0,0,0,456143,19681,2,1854,7638,0,0,0,0,0,0,0,116479,0,42,14,0,0,0,Riskware,0
0,0,0,15300,29773,4,4048,13331,0,0,0,0,4,0,4,25451,0,13,0,0,0,0,Riskware,0
0,0,0,4618,8486,3,2497,17057,0,0,0,0,8,4,0,59720,0,18,149,0,0,0,Riskware,0
3,0,15,61686,46786,3,4889,13199,0,0,0,0,141,17,136,97658,0,24,28,0,0,0,Riskware,0
0,0,0,80,7500,3,108,11452,0,0,0,0,0,0,28,40158,0,10,6,0,0,0,Riskware,0
3,0,0,0,23040,2,1043,14763,0,0,0,0,209,30,182,92052,0,25,28,0,0,0,Riskware,0
2,3,0,0,5100,4,2281,8505,0,0,0,0,4,0,2,52718,0,18,113,0,2,0,Riskware,0
0,0,0,7981,8854,3,1680,8220,0,0,0,0,15,6,0,64698,0,12,158,0,0,0,Riskware,0
0,0,0,0,0,2,1301,10982,0,0,0,0,0,0,0,33884,0,2,0,0,0,0,Riskware,0
0,1,5,1161,2768,3,1047,13696,0,0,0,0,123,2,132,19234,0,4,0,0,0,0,Riskware,0
0,0,0,8081,11596,3,1918,14636,0,0,0,0,8,4,0,58549,0,14,124,0,0,0,Riskware,0
0,0,0,11032,9921,3,1789,9005,0,0,0,0,13,4,4,71966,0,14,191,0,0,0,Riskware,0
0,1,0,0,0,2,1864,12530,0,0,0,0,228,0,118,42004,0,5,8,0,0,0,Riskware,0
0,0,0,8202,12150,3,109,13985,0,0,0,0,10,5,0,58027,0,14,106,0,0,0,Riskware,0
0,0,0,7498,11293,3,1575,7962,0,0,0,0,8,4,0,54624,0,10,79,0,0,0,Riskware,0
0,0,0,9893,12900,3,3214,11651,0,0,0,0,16,8,0,51552,0,13,91,0,0,0,Riskware,0
9,0,0,1241,28911,2,115,11242,0,0,0,0,183,27,154,93459,0,21,27,0,0,0,Riskware,0
9,0,0,1997,35356,2,3361,12939,0,0,0,0,201,30,174,90208,0,27,27,0,0,0,Riskware,0
6,0,0,843,32478,2,3236,13052,0,0,0,0,179,21,154,91241,0,22,27,0,0,0,Riskware,0
6,0,6,9592,10255,4,113,9902,0,0,0,0,66,5,52,69423,0,19,133,0,0,0,Riskware,0
1,0,3,0,0,0,112,8532,0,0,0,0,0,0,0,119405,0,33,57,0,0,0,Riskware,0
0,0,0,0,0,2,1858,5198,0,0,0,0,0,0,0,28470,0,2,0,0,0,0,Riskware,0
0,0,0,12697,11408,3,1896,11858,0,0,0,0,8,4,0,63858,2,15,180,0,0,0,Riskware,0
1,1,1,0,0,2,2816,10352,0,0,0,0,97,0,47,49965,0,5,8,0,0,0,Riskware,0
6,0,0,1241,35865,2,1178,11917,0,0,0,0,319,45,284,81654,0,28,28,0,0,0,Riskware,0
0,0,0,54482,84186,3,2903,10579,0,0,0,0,0,4,0,59476,0,22,242,0,0,0,Riskware,0
0,0,0,70800,45760,3,2828,9678,0,0,0,0,33,11,22,45046,0,11,64,0,0,0,Riskware,0
6,0,0,1201,10054,3,2196,6504,0,0,0,0,21,5,14,65332,0,22,205,0,0,0,Riskware,0
0,2,0,122723,5514,2,729,8408,0,0,0,0,0,0,0,131419,0,51,80,0,0,0,Riskware,0
1,0,5,33378,39695,5,2358,8079,0,0,0,0,91,29,148,157591,0,47,200,0,0,0,Riskware,0
4,5,19,1604339,25524,3,979,11313,0,0,0,0,56,2,58,43212,0,5,8,0,0,0,Riskware,0
0,0,0,0,0,2,162,7755,0,0,0,0,0,0,0,80954,0,32,60,0,0,0,Riskware,0
3,0,0,602,22800,2,3871,16678,0,0,0,0,204,25,182,84166,0,28,27,0,0,0,Riskware,0
1,1,2,571,1276,3,978,9337,0,0,0,0,93,1,102,16691,0,4,0,0,0,0,Riskware,0
2,3,5,1161,3072,3,695,9474,0,0,0,0,105,2,106,45309,0,5,8,0,0,0,Riskware,0
6,0,17,8173,45547,3,2756,8689,0,0,0,0,170,22,164,99337,0,27,28,0,0,0,Riskware,0
0,0,0,16344,16144,2,3729,13003,0,0,0,0,0,0,0,43788,0,18,77,0,0,0,Riskware,0
0,0,3,25748,21108,4,1990,10794,0,0,0,0,13,5,6,62534,0,18,118,0,0,0,Riskware,0
0,0,0,12302,13001,3,114,15613,0,0,0,0,12,6,0,52779,0,10,75,0,0,0,Riskware,0
0,0,0,0,0,1,1263,10777,0,0,0,0,106,0,57,34068,0,3,0,0,0,0,Riskware,0
2,3,2,84,260,3,105,10500,0,0,0,0,94,1,100,48283,0,5,8,0,0,0,Riskware,0
6,0,6,2614,7351,4,2987,9765,0,0,0,0,70,5,55,71889,0,18,123,0,0,0,Riskware,0
0,0,0,0,0,2,489,5779,0,0,0,0,0,0,0,80259,0,32,38,0,0,0,Riskware,0
0,0,0,6189,7608,3,644,10143,0,0,0,0,10,5,0,74583,1,17,212,0,0,0,Riskware,0
3,0,15,0,0,3,3060,10108,0,0,0,0,149,16,146,79883,0,28,28,0,0,0,Riskware,0
0,0,0,9455,11809,3,575,5446,0,0,0,0,10,5,0,65688,0,27,127,0,0,0,Riskware,0
0,0,0,64722,19375,2,109,12464,0,0,0,0,0,0,0,104688,0,27,15,0,0,0,Riskware,0
0,0,0,8657,22809,3,161,10409,0,0,0,0,31,6,0,60198,0,11,66,0,10,0,Riskware,0
2,0,0,0,26700,2,3674,17102,0,0,0,0,338,48,302,89689,0,26,28,0,0,0,Riskware,0
0,0,0,0,0,2,6445,12291,0,0,0,0,0,0,0,46415,0,10,46,0,0,0,Riskware,0
1,0,5,29609,38008,5,2735,7545,0,0,0,0,94,28,144,147132,0,44,204,0,0,0,Riskware,0
3,0,0,602,18300,2,1055,10854,0,0,0,0,170,20,146,92214,0,28,56,0,0,0,Riskware,0
2,3,9,1110,5585,4,1305,16746,0,0,0,0,133,1,124,41301,0,4,0,0,0,0,Riskware,0
0,0,15,57342,43532,3,431,11829,0,0,0,0,153,14,148,91426,0,29,28,0,0,0,Riskware,0
0,0,0,0,0,2,102,11146,0,0,0,0,0,0,0,112191,0,30,41,0,0,0,Riskware,0
0,0,0,1520,2700,4,123,13757,0,0,0,0,12,0,24,94681,0,46,33,0,22,0,Riskware,0
4,5,3,571,1400,3,1009,9259,0,0,0,0,74,1,68,44018,0,5,8,0,0,0,Riskware,0
7,1,0,5043,2566,2,652,5814,0,0,0,0,3,1,0,119507,1,40,229,0,4,0,Riskware,0
6,0,26,0,360,3,589,11100,0,0,0,0,238,28,228,82894,0,26,28,0,0,0,Riskware,0
0,0,0,12753,17095,3,3137,10291,0,0,0,0,16,8,0,50344,0,11,37,0,0,0,Riskware,0
0,0,0,13975,17302,2,2274,14940,0,0,0,0,0,0,0,42366,0,19,80,0,0,0,Riskware,0
0,0,0,4535,7836,3,112,5662,0,0,0,0,8,4,0,63568,0,24,140,0,0,0,Riskware,0
0,0,0,12397,14694,3,2313,8513,0,0,0,0,14,7,0,66170,1,12,64,0,0,0,Riskware,0
0,0,0,18828,17935,2,3693,17502,0,0,0,0,0,0,0,44904,0,18,77,0,0,0,Riskware,0
3,3,2,571,1276,3,801,8878,0,0,0,0,79,1,88,37457,0,3,0,0,0,0,Riskware,0
3,0,0,602,19916,2,223,16376,0,0,0,0,206,25,176,92861,0,26,28,0,0,0,Riskware,0
0,0,0,0,300,4,1955,10663,0,0,0,0,0,0,0,40248,0,13,6,0,0,0,Riskware,0
3,0,14,46598,45338,3,861,10125,0,0,0,0,142,16,140,98200,0,25,28,0,0,0,Riskware,0
0,0,0,11603,15441,3,115,12629,0,0,0,0,12,6,0,54651,0,11,77,0,0,0,Riskware,0
3,0,0,679,15218,2,3210,12071,0,0,0,0,136,14,114,93866,0,26,28,0,0,0,Riskware,0
0,2,0,381,674,4,6943,11772,0,0,0,0,0,0,0,89936,0,36,341,0,0,0,Riskware,0
0,0,0,9835,13694,3,115,17146,0,0,0,0,10,5,0,54650,0,14,88,0,0,0,Riskware,0
6,0,6,9749,10031,4,113,6551,0,0,0,0,62,5,50,75524,0,18,206,0,0,0,Riskware,0
0,0,0,12659,12887,3,14114,20177,0,0,0,0,12,6,0,53245,0,12,81,0,0,0,Riskware,0
0,0,0,9930,14186,3,980,11529,0,0,0,0,12,6,0,56256,0,10,75,0,0,0,Riskware,0
0,0,0,7085,11073,3,2033,11053,0,0,0,0,8,4,0,61104,0,14,81,0,0,0,Riskware,0
6,0,0,1204,23426,2,545,11007,0,0,0,0,169,23,142,85408,0,24,28,0,0,0,Riskware,0
0,0,0,11965,12030,3,527,5843,0,0,0,0,0,0,0,44563,0,19,77,0,0,0,Riskware,0
2,3,2,571,1276,3,111,10248,0,0,0,0,97,1,97,42563,0,3,0,0,0,0,Riskware,0
0,0,0,12132,14363,3,5348,10668,0,0,0,0,14,7,0,65142,1,18,81,0,0,0,Riskware,0
0,0,0,0,6420,2,226,8434,0,0,0,0,14,0,28,103903,0,37,56,0,0,0,Riskware,0
0,0,0,0,15060,2,4085,11573,0,0,0,0,122,12,102,85664,0,20,0,0,0,0,Riskware,0
0,0,0,1373,1451,3,2744,12245,0,0,0,0,5,2,0,48565,0,10,26,0,0,0,Riskware,0
0,32,0,0,660,2,7096,15582,0,0,0,0,0,0,0,56202,0,10,12,0,0,0,Riskware,0
0,0,0,7870,10801,3,2053,7321,0,0,0,0,8,4,0,62385,0,17,100,0,0,0,Riskware,0
0,0,0,0,0,2,2747,10503,0,0,0,0,0,0,0,25719,0,2,0,0,0,0,Riskware,0
0,0,0,9405,10204,3,2597,8693,0,0,0,0,0,4,0,62655,0,25,238,0,0,0,Riskware,0
0,48,17,7779,34203,2,681,7445,0,0,0,0,17,22,62,36045,0,3,0,0,0,0,Riskware,0
2,3,3,2786,6191,3,3299,12100,0,0,0,0,121,2,121,43708,0,7,29,0,0,0,Riskware,0
2,3,1,0,0,3,2200,10327,0,0,0,0,94,1,89,43789,0,5,0,0,0,0,Riskware,0
0,0,0,0,0,2,3280,14844,0,0,0,0,209,0,110,44067,0,5,8,0,0,0,Riskware,0
3,0,0,602,21963,2,3732,12631,0,0,0,0,219,28,198,90028,0,22,69,0,0,0,Riskware,0
0,0,5,1161,2756,3,4971,12348,0,0,0,0,89,2,98,43174,0,5,8,0,0,0,Riskware,0
6,0,0,3029,9882,2,2558,11765,0,0,0,0,18,9,28,65111,0,16,118,0,0,0,Riskware,0
0,0,0,8322,11832,3,2872,11105,0,0,0,0,10,5,0,60934,0,15,141,0,0,0,Riskware,0
6,0,19,79317,49909,3,3311,11918,0,0,0,0,179,22,172,78394,0,14,12,0,0,0,Riskware,0
0,1,1,0,0,3,114,9954,0,0,0,0,96,1,92,40812,0,5,8,0,0,0,Riskware,0
0,0,0,0,0,2,5809,11437,0,0,0,0,0,0,0,62528,0,22,178,0,0,0,Riskware,0
40,16,17,6970,16472,5,3884,10908,0,0,0,0,10,0,32,71201,0,13,15,0,64,0,Riskware,0
0,0,0,6958,1505,2,415,10218,0,0,0,0,8,7,0,121815,0,57,579,0,0,0,Riskware,0
3,0,24,82888,55279,3,2743,10793,0,0,0,0,202,21,196,68190,0,14,12,0,0,0,Riskware,0
0,1,2,0,0,3,971,10535,0,0,0,0,70,1,73,34450,0,3,0,0,0,0,Riskware,0
0,0,0,7824,11976,3,2157,17294,0,0,0,0,8,4,0,55961,0,11,64,0,0,0,Riskware,0
4,5,3,1124,2499,3,3078,9675,0,0,0,0,80,1,76,38831,0,5,8,0,0,0,Riskware,0
0,0,0,4382,7607,3,691,9528,0,0,0,0,8,4,0,60127,0,14,127,0,0,0,Riskware,0
0,0,0,0,0,2,4162,8873,0,0,0,0,164,0,83,36209,0,5,8,0,0,0,Riskware,0
0,0,4,0,0,3,238,10284,0,0,0,0,62,0,4,95668,0,44,190,0,0,0,Riskware,0
2,3,2,531,1400,3,2929,10927,0,0,0,0,82,1,86,17302,0,4,0,0,0,0,Riskware,0
0,0,0,31384,9548,2,1204,6146,0,0,0,0,4,4,0,107276,1,37,54,0,0,0,Riskware,0
2,4,1,0,0,3,4304,10631,0,0,0,0,95,1,94,40105,0,3,0,0,0,0,Riskware,0
0,0,0,0,0,2,3518,11789,0,0,0,0,0,0,0,27465,0,2,0,0,0,0,Riskware,0
0,0,0,0,0,2,120,14801,0,0,0,0,0,0,0,30487,0,2,0,0,0,0,Riskware,0
0,0,0,35793114,406348,2,114,8436,0,0,0,0,4,1,0,82118,0,33,250,0,0,0,Riskware,0
0,0,2,131982,39810,2,128,11778,0,0,0,0,4,4,8,31855,0,2,0,0,0,0,Riskware,0
0,0,1,0,360,3,863,9827,0,0,0,0,1,0,0,53833,0,21,229,0,0,0,Riskware,0
0,1,2,571,1276,3,2213,10366,0,0,0,0,104,1,107,43903,0,3,0,0,0,0,Riskware,0
6,0,0,1278,25519,3,114,8376,0,0,0,0,20,5,14,65477,0,15,159,0,0,0,Riskware,0
0,0,0,5024,8706,3,2189,5402,0,0,0,0,8,4,0,59076,0,12,149,0,0,0,Riskware,0
6,0,23,75658,53329,3,3241,10444,0,0,0,0,207,25,204,97633,0,29,60,0,0,0,Riskware,0
0,0,0,0,0,3,1135,11677,0,0,0,0,88,0,76,37073,0,5,8,0,0,0,Riskware,0
6,0,0,1318,22199,2,3870,12354,0,0,0,0,140,18,118,103394,0,28,56,0,0,0,Riskware,0
0,0,0,0,16560,2,3541,11737,0,0,0,0,177,21,160,86009,0,26,28,0,0,0,Riskware,0
0,0,2,287420,12691,2,1741,7293,0,0,0,0,0,0,0,107437,0,41,14,0,0,0,Riskware,0
0,12,0,119843,3956,3,6950,11334,0,0,0,0,0,0,0,109825,0,49,121,0,0,0,Riskware,0
7,0,0,185591,27483,2,742,22491,0,0,0,0,8,4,0,44005,0,9,6,0,0,0,Riskware,0
0,0,0,0,0,2,2386,10978,0,0,0,0,7,6,0,104146,0,62,534,0,0,0,Riskware,0
2,4,5,1161,2752,3,112,10442,0,0,0,0,103,2,100,44340,0,5,8,0,0,0,Riskware,0
0,0,0,13098,13896,3,113,15769,0,0,0,0,12,6,0,53076,0,11,77,0,0,0,Riskware,0
0,0,0,1201,7166,3,715,8682,0,0,0,0,0,4,0,109007,0,19,159,0,0,1,Riskware,0
3,1,10,571,1244,3,3928,10952,0,0,0,0,93,35,148,39514,0,2,0,0,0,0,Riskware,0
9,0,0,2248,26355,2,3350,11386,0,0,0,0,188,28,162,93172,0,23,54,0,0,0,Riskware,0
0,0,0,0,0,2,125,11620,0,0,0,0,0,0,0,28703,0,2,0,0,0,0,Riskware,0
0,2,0,0,780,4,3661,8702,0,0,0,0,1,0,2,57560,0,21,225,0,2,0,Riskware,0
6,0,26,91199,57663,3,1208,11115,0,0,0,0,234,25,228,85618,0,24,40,0,0,0,Riskware,0
0,0,24,79322,43482,3,1079,12654,0,0,0,0,174,19,174,72712,0,14,12,0,0,0,Riskware,0
4,3,13,1228515,24654,3,823,8409,0,0,0,0,62,1,61,45782,0,5,8,0,0,0,Riskware,0
0,9,0,68796,8960,2,1745,8667,0,0,0,0,0,0,0,73458,0,41,127,0,0,0,Riskware,0
0,0,0,0,0,4,1163,10351,0,0,0,0,4,0,0,46973,0,17,170,0,0,0,Riskware,0
6,0,0,1358,30513,2,2028,7480,0,0,0,0,213,29,182,85637,0,27,28,0,0,0,Riskware,0
2,3,2,571,1280,3,1034,9328,0,0,0,0,92,1,94,47704,0,5,8,0,0,0,Riskware,0
6,0,0,679,26330,2,4271,14931,0,0,0,0,212,28,188,91636,0,26,27,0,0,0,Riskware,0
6,9,6,64276,26008,3,2874,7856,0,0,0,0,20,12,14,147296,0,51,1203,0,2,0,Riskware,0
0,0,0,0,0,2,4116,12900,0,0,0,0,202,0,113,43756,0,7,29,0,0,0,Riskware,0
0,0,0,0,0,2,2144,7679,0,0,0,0,0,0,0,51661,0,10,46,0,0,0,Riskware,0
2,3,1,0,0,3,3007,9146,0,0,0,0,99,1,92,43237,0,3,0,0,0,0,Riskware,0
0,0,0,11830,14845,3,3555,9085,0,0,0,0,14,7,0,67340,1,16,100,0,0,0,Riskware,0
0,0,0,17914,19053,2,164,17561,0,0,0,0,0,0,0,46730,0,18,77,0,0,0,Riskware,0
0,0,0,0,3300,5,4047,9813,0,0,0,0,19,0,0,5961,0,2,0,0,16,0,Riskware,0
0,0,8,9299,8390,2,1882,6740,0,0,0,0,0,0,0,51934,0,23,98,0,0,0,Riskware,0
3,0,21,83047,50109,2,2825,13678,0,0,0,0,181,19,174,88312,0,25,28,0,0,0,Riskware,0
2,1,20,1603977,24367,3,1189,12069,0,0,0,0,56,1,71,41955,0,5,16,0,0,0,Riskware,0
0,0,0,9892,11992,2,2921,9264,0,0,0,0,0,0,0,47790,0,17,77,0,0,0,Riskware,0
